Product,Type,Release Date,Transistors (million)
AMD EPYC 7252,CPU,2019-08-07,3800
AMD Athlon X2 BE-2300,CPU,2007-10-08,154
Intel Core i7-4771,CPU,2013-09-01,1400
Intel Pentium D 955 EE,CPU,2006-01-16,376
Intel Core i7-4712HQ,CPU,2014-04-01,1400
AMD Sempron 3000+,CPU,2005-02-15,69
Intel Xeon 3.0,CPU,2005-02-14,178
Intel Core i5-2430M,CPU,2011-10-01,624
Intel Xeon Gold 5320H,CPU,2021-04-06,
AMD Athlon 64 X2 5400+,CPU,2008-01-01,154
AMD A6-4400M,CPU,2012-05-15,1178
AMD Ryzen 5 4600G,CPU,2020-07-21,
Intel Xeon Gold 6354,CPU,2021-04-06,
AMD Ryzen 7 PRO 2700U,CPU,2017-10-26,
Intel Xeon Platinum 8380HL,CPU,2021-04-06,
AMD Athlon 64 X2 5000+ BE,CPU,2007-09-25,154
AMD E1-2500,CPU,2013-05-23,1178
AMD Opteron X2 890,CPU,2006-03-06,233
Intel Core i3-2330M,CPU,2011-06-01,624
Intel Core 2 Duo E6850,CPU,2007-07-01,291
AMD A8-3870K,CPU,2011-12-20,1178
AMD Sempron 2800+,CPU,2004-07-28,37
Intel Core i7-8670,CPU,2018-01-01,
AMD Ryzen 5 1600X,CPU,2017-04-11,4800
Intel Pentium 4 HT 515,CPU,2001-01-01,125
Intel Pentium Gold G5600,CPU,2018-04-02,
Intel Aubrey Isle,CPU,2010-05-31,2300
AMD Athlon 64 2000+,CPU,2008-06-01,122
Intel Core i5-580M,CPU,2010-09-26,382
AMD Athlon 64 3200+,CPU,2004-04-27,69
Intel Core i3-6320,CPU,2015-09-01,1400
Intel Core 2 Duo T7700,CPU,2007-05-27,293
AMD A8-3820,CPU,2011-12-20,1178
Intel Core 2 Duo T7200,CPU,2006-07-27,293
Intel Core i3-1110G4,CPU,2020-09-02,
Intel Mobile Pentium 4 3.06,CPU,2003-06-11,55
AMD Ryzen 7 4800H,CPU,2020-01-06,9800
AMD Ryzen 5 2500X,CPU,2018-10-01,4800
Intel Pentium 4 2.2,CPU,2002-01-07,55
Intel Celeron E1500,CPU,2008-11-30,105
Intel Pentium G620,CPU,2011-05-22,504
AMD Phenom X4 9850B,CPU,2008-08-15,450
Intel Pentium 4 2.0,CPU,2001-08-27,42
Intel Core i7-9800X,CPU,2018-10-19,
AMD Athlon 64 X2 4400+,CPU,2006-12-05,154
Intel Celeron E1600,CPU,2009-05-31,105
AMD Phenom X3 8650,CPU,2008-04-23,450
AMD Opteron 246,CPU,2003-08-05,106
AMD Athlon Silver 3050GE,CPU,2020-07-21,
Intel Pentium Gold G5400,CPU,2018-04-02,
Intel Core i5-10400H,CPU,2020-04-02,
AMD Athlon II X4 645,CPU,2010-09-21,300
Intel Xeon MP 3.33,CPU,2005-03-29,
AMD A10-5750M,CPU,2013-06-01,1178
Intel Core 2 Quad Q9100,CPU,2008-08-01,
Intel Xeon X5672,CPU,2011-02-14,1170
Intel Atom Z510P,CPU,2009-03-02,47
AMD EPYC 7713P,CPU,2021-03-15,
AMD EPYC 7351P,CPU,2017-06-29,4800
Intel Core i7-3740QM,CPU,2012-09-03,1400
AMD Sempron 3300+,CPU,2001-01-01,63
AMD Athlon XP 1500+,CPU,2001-10-09,63
Intel Core i5-3610ME,CPU,2012-06-01,
Intel Celeron G1820T,CPU,2013-12-01,1400
Intel Xeon Phi 3120P,CPU,2013-06-17,5000
AMD Sempron X2 2300,CPU,2008-03-01,221
AMD Opteron X2 865,CPU,2005-09-26,233
Intel Xeon E3-1220,CPU,2011-04-03,1160
AMD A8-5500,CPU,2012-10-02,1178
AMD Phenom II X3 720,CPU,2010-01-01,758
Intel Xeon W3520,CPU,2009-03-30,731
Intel Core i7-4820K,CPU,2013-09-01,1860
Intel Core M-5Y10c,CPU,2014-10-27,
Intel Xeon E5503,CPU,2010-03-16,731
AMD EPYC 7453,CPU,2021-03-15,
AMD Ryzen Threadripper PRO 3975WX,CPU,2020-07-14,3800
AMD Ryzen Threadripper PRO 3945WX,CPU,2020-07-14,3800
Intel Xeon Gold 6330H,CPU,2021-04-06,
Intel Core i5-5257U,CPU,2015-03-01,
Intel Core i7-7700T,CPU,2017-01-03,
Intel Core i3-7320T,CPU,2017-07-17,
Intel Celeron G3930,CPU,2017-01-03,
AMD Athlon 64 X2 6400+ BE,CPU,2007-08-20,227
Intel Core i3-9320,CPU,2019-04-23,
Intel Core 2 Extreme QX6850,CPU,2007-07-15,582
Intel Core 2 Duo E8200,CPU,2008-01-01,410
Intel Xeon Platinum 8260M,CPU,2018-12-11,8000
AMD Opteron 844,CPU,2004-05-18,106
AMD Athlon 64 LE-1600,CPU,2007-10-08,227
AMD Athlon 64 3400+,CPU,2004-04-27,69
Intel Core i5-760,CPU,2010-07-18,774
AMD Ryzen 7 PRO 2700X,CPU,2018-09-19,4800
AMD A6-4455M,CPU,2012-05-15,1178
Intel Pentium 4 1.3,CPU,2001-01-03,42
AMD EPYC 75F3,CPU,2021-03-15,
AMD EPYC 7343,CPU,2021-03-15,
AMD Z-60,CPU,2012-10-09,
AMD Phenom X4 9950 BE (140W),CPU,2008-03-27,450
AMD Athlon 64 X2 3800+,CPU,2006-05-23,154
AMD Ryzen Embedded V1756B,CPU,2018-02-21,4950
AMD Turion 64 ML-32,CPU,2005-03-10,114
Intel Xeon E5607,CPU,2011-02-14,1170
AMD Ryzen 7 PRO 4750G,CPU,2020-07-21,
Intel Core i3-7100,CPU,2017-01-03,
Intel Xeon Gold 6348H,CPU,2021-04-06,
AMD Sempron 180,CPU,2010-09-01,234
AMD Athlon XP 2200+,CPU,2003-09-01,63
AMD Opteron 840,CPU,2003-06-30,106
AMD Athlon II X2 215,CPU,2009-10-20,410
Intel Core 2 Duo E4500,CPU,2007-07-22,167
AMD EPYC 7401,CPU,2017-06-29,4800
AMD Athlon 64 3200+,CPU,2001-01-01,69
Intel Pentium 4 1.5,CPU,2001-08-27,42
Intel Xeon L5530,CPU,2009-08-09,731
Intel Core 2 Extreme X7900,CPU,2007-08-01,
AMD Phenom X3 8750,CPU,2008-04-23,450
Intel Pentium 3550M,CPU,2013-09-01,1400
AMD A4-5050,CPU,2014-02-01,1178
AMD Athlon 64 X2 5200+ EE,CPU,2006-09-06,154
AMD Athlon 240GE,CPU,2018-12-21,4800
Intel Core i5-2320,CPU,2011-09-04,1160
Intel Celeron 2.20,CPU,2002-11-20,55
Intel Core i7-10885H,CPU,2020-04-02,
AMD Athlon 64 4000+,CPU,2004-10-19,106
AMD Athlon X2 BE-2350,CPU,2007-10-08,154
AMD Opteron 150,CPU,2005-08-02,106
AMD Athlon II X4 620e,CPU,2011-05-03,300
Intel Atom Z530P,CPU,2009-03-02,47
Intel Pentium G4600,CPU,2017-01-03,
Intel Pentium G4520,CPU,2015-09-01,1400
Intel Xeon Platinum 8256,CPU,2018-12-11,8000
Intel Xeon Gold 6328H,CPU,2021-04-06,
AMD Ryzen 7 5800X,CPU,2020-11-05,
AMD Athlon 64 2650e,CPU,2009-01-01,122
AMD Phenom II X3 B77,CPU,2010-05-11,758
Intel Core i3-2350M,CPU,2011-10-01,624
AMD Opteron 852,CPU,2005-02-14,106
AMD Sempron 3000+,CPU,2005-10-01,63
AMD A6-5400K,CPU,2012-10-02,1178
Intel Mobile Pentium 4 HT 3.20,CPU,2003-09-23,55
AMD Athlon 1000,CPU,2000-06-05,37
Intel Core i3-4370,CPU,2014-07-21,1400
AMD Sempron 3300+,CPU,2005-04-01,63
Intel Atom Z600,CPU,2010-05-04,140
AMD Athlon 64 X2 5000+,CPU,2006-12-05,154
AMD Sempron 3600+,CPU,2006-05-23,81
Intel Core i5-10200H,CPU,2020-09-17,
AMD Opteron 154,CPU,2005-08-02,106
Intel Core i3-1000G1,CPU,2019-08-01,
Intel Xeon MP 3.33,CPU,2005-03-29,286
AMD Athlon 64 3800+,CPU,2007-02-20,227
Intel Core i5-11400F,CPU,2021-03-16,
Intel Xeon E5540,CPU,2009-03-30,731
Intel Xeon 3.4,CPU,2005-02-14,178
Intel Core i7-5500U,CPU,2015-03-01,
AMD Athlon II X3 460,CPU,2011-05-03,300
Intel Atom Z520PT,CPU,2009-03-02,47
Intel Celeron G4900,CPU,2018-04-03,
Intel Pentium 4 2.26,CPU,2002-01-07,55
Intel Celeron G530T,CPU,2011-09-04,504
Intel Core i5-11500T,CPU,2021-03-16,
Intel Core i5-8600,CPU,2018-02-14,
AMD Phenom II X6 1065T,CPU,2010-12-07,904
Intel Core i5-5300U,CPU,2015-03-01,
Intel Core i7-3840QM,CPU,2012-09-03,1400
AMD Phenom II X2 550,CPU,2009-11-04,758
Intel Xeon X5550,CPU,2009-03-30,731
Intel Core i7-930,CPU,2010-02-28,731
Intel Pentium G870,CPU,2012-06-03,504
Intel Core i5-4440S,CPU,2013-09-01,1400
Intel Xeon L5508,CPU,2009-03-30,731
AMD Phenom II X4 955 (95W),CPU,2009-04-01,758
AMD Opteron X2 265 HE,CPU,2005-08-01,233
AMD A8-3500M,CPU,2011-06-14,1178
Intel Pentium 4 HT 570,CPU,2004-06-21,125
Intel Core i7-980X,CPU,2010-03-16,1170
AMD EPYC 7513,CPU,2021-03-15,
AMD Ryzen Threadripper 2950X,CPU,2018-08-13,19200
Intel Xeon MP 3.33,CPU,2005-03-29,
AMD A8-6600K,CPU,2013-06-01,1178
AMD A8-3800,CPU,2011-06-30,1178
AMD Athlon XP 3200+,CPU,2001-01-01,63
Intel Core i9-10900KF,CPU,2020-04-30,
AMD Athlon 64 2600+,CPU,2008-01-01,122
Intel Core i3-4360T,CPU,2014-07-21,1400
Intel Xeon W3690,CPU,2011-02-14,1170
Intel Xeon Platinum 8368,CPU,2021-04-06,
AMD Athlon 650,CPU,2000-06-05,37
AMD Sempron 3100+,CPU,2004-07-28,63
AMD FX-6330,CPU,2015-12-15,1200
AMD Athlon 64 FX-53,CPU,2004-06-01,105
AMD Turion X2 Ultra ZM-86,CPU,2008-06-01,
Intel Core 2 Extreme X9100,CPU,2008-07-01,
Intel Xeon Gold 6338N,CPU,2021-04-06,
Intel Atom E645CT,CPU,2010-11-22,47
Intel Core 2 Quad Q9400S,CPU,2009-01-18,456
Intel Core i7-4910MQ,CPU,2014-01-20,1400
Intel Atom N450,CPU,2009-12-21,123
Intel Pentium G620T,CPU,2011-05-22,504
AMD Athlon X4 940,CPU,2017-07-27,1178
AMD Athlon XP 1700+,CPU,2001-10-09,37
AMD Opteron 254,CPU,2005-08-01,106
Intel Xeon Silver 4310T,CPU,2021-04-06,
Intel Core i5-8350U,CPU,2017-08-21,
Intel Xeon E3-1245,CPU,2011-04-03,1160
Intel Core i9-10990XE,CPU,NaT,
Intel Core i5-5287U,CPU,2015-03-01,
Intel Core 2 Solo ULV SU3300,CPU,2008-05-01,410
AMD Sempron LE-1200,CPU,2007-08-01,
Intel Core i5-8400H,CPU,2018-04-02,
Intel Pentium 4 1.7,CPU,2001-08-27,42
AMD FX-8120,CPU,2011-10-12,1200
AMD Ryzen 5 4500U,CPU,2020-01-06,9800
Intel Core i5-650,CPU,2010-01-07,382
Intel Pentium 4-M 1.80,CPU,2002-04-23,55
Intel Celeron G440,CPU,2011-09-04,504
Intel Core Duo T2300,CPU,2006-01-05,151
Intel Xeon W3505,CPU,2009-03-30,731
AMD A6-6400K,CPU,2013-06-01,1178
Intel Xeon E3-1270,CPU,2011-04-03,1160
AMD Athlon 64 FX-55,CPU,2004-10-10,105
AMD A4-3330MX,CPU,2011-12-20,1178
Intel Xeon Gold 6330,CPU,2021-04-06,
AMD Phenom II X4 955 BE,CPU,2009-04-23,758
AMD Opteron 142,CPU,2003-06-30,106
AMD Opteron 240,CPU,2003-04-22,106
AMD Sempron 2200+,CPU,2004-07-28,37
Intel Core i5-3210M,CPU,2012-06-01,
Intel Pentium B940,CPU,2011-06-19,504
Intel Core i3-3220,CPU,2012-09-03,
AMD EPYC 7282,CPU,2019-08-07,3800
Intel Core i5-8550,CPU,2018-09-01,
AMD Athlon 64 X2 5200+,CPU,2007-10-08,154
AMD Athlon 64 4000+,CPU,2005-08-16,105
Intel Pentium 4 HT EE 3.40,CPU,2004-02-02,178
Intel Pentium U5400,CPU,2010-05-25,384
Intel Pentium 4 2.66,CPU,2002-08-25,55
AMD Ryzen 7 3800X,CPU,2019-07-07,3800
Intel Pentium 3805U,CPU,2015-03-01,
AMD Athlon 1000,CPU,2000-10-31,37
Intel Core i3-7320,CPU,2017-01-03,
Intel Pentium E5500,CPU,2010-04-18,228
AMD EPYC 7663,CPU,2021-03-15,
Intel Xeon 3.2,CPU,2005-02-14,178
Intel Xeon E3-1275 v2,CPU,2012-05-14,1400
AMD Athlon XP 2800+,CPU,2002-10-01,37
AMD Ryzen 7 PRO 1700X,CPU,2017-06-29,4800
Intel Xeon E3-1240 v2,CPU,2012-05-14,1400
Intel Core 2 Duo E7400,CPU,2008-10-10,228
Intel Celeron 3755U,CPU,2015-03-01,
AMD Athlon 64 3700+,CPU,2004-05-04,105
AMD Ryzen 5 3550H,CPU,2019-01-06,4940
AMD Athlon XP 2600+,CPU,2003-09-01,63
Intel Core i3-8100,CPU,2017-10-05,
AMD Ryzen 7 2700E,CPU,2018-09-19,4800
Intel Core i3-550,CPU,2010-05-30,382
Intel Xeon E5504,CPU,2009-03-30,731
Intel Core i7-8709G,CPU,2018-02-01,
AMD EPYC 7302P,CPU,2019-08-07,3800
Intel Core i5-3470,CPU,2012-06-01,
AMD Athlon II X4 651K,CPU,2011-11-14,1178
Intel Core i3-7120,CPU,2017-07-17,
AMD A8-4555M,CPU,2012-09-27,1178
AMD Athlon XP 2700+,CPU,2002-10-01,37
Intel Pentium 4-M 2.40,CPU,2003-01-14,55
AMD Athlon XP 2100+,CPU,2001-01-01,37
AMD Opteron 4310 EE,CPU,2012-12-04,1200
AMD Phenom II X4 955 (125W),CPU,2009-04-01,758
Intel Core i3-540,CPU,2010-01-07,382
AMD Phenom X4 9850 (125W),CPU,2008-07-01,450
Intel Celeron 420,CPU,2007-06-03,105
AMD Athlon 64 FX-55,CPU,2004-10-10,114
Intel Celeron N2806,CPU,2013-12-01,
AMD Opteron 246,CPU,2004-12-01,106
AMD A6-3420M,CPU,2011-12-20,1178
Intel Xeon Phi 7230,CPU,2016-06-20,8000
Intel Pentium G3440,CPU,2014-05-01,1400
Intel Core i3-2367M,CPU,2011-10-01,624
Intel Xeon Gold 6336Y,CPU,2021-04-06,
Intel Xeon 5030,CPU,2006-05-23,
AMD Athlon 64 3400+,CPU,2005-04-14,105
AMD Opteron 846,CPU,2003-09-09,106
Intel Celeron D 325,CPU,2004-06-24,125
Intel Celeron 220,CPU,2007-10-21,105
Intel Core 2 Quad Q9550,CPU,2008-03-25,820
Intel Core i7-4600U,CPU,2013-09-01,1300
AMD Ryzen Threadripper 3960X,CPU,2019-11-25,3800
Intel Core i7-6850K,CPU,2016-05-31,
AMD Athlon 64 X2 5000+,CPU,2006-05-23,154
AMD FX-8300,CPU,2012-10-23,1200
AMD Sempron LE-1100,CPU,2007-08-01,
AMD Phenom X3 8250e,CPU,2008-09-08,450
Intel Xeon L5638,CPU,2010-03-16,1170
AMD Sempron 3300+,CPU,2005-07-15,69
Intel Core 2 Quad Q8200S,CPU,2009-01-18,456
AMD EPYC 7352,CPU,2019-08-07,3800
Intel Atom N2800,CPU,2011-12-01,176
Intel Pentium 4 1.7,CPU,2001-04-23,42
AMD Athlon 64 3000+,CPU,2004-04-27,69
Intel Core i7-860,CPU,2009-09-08,774
Intel Xeon Phi 7290,CPU,2016-06-20,8000
Intel Core i7-875K,CPU,2010-05-30,774
AMD Ryzen 3 3300U,CPU,2019-01-06,4940
Intel Atom D2500,CPU,2011-11-01,176
AMD Athlon 64 X2 3800+,CPU,2005-08-01,154
Intel Core i3-2330E,CPU,2011-06-01,624
AMD Ryzen 5 4600H,CPU,2020-01-06,9800
AMD Ryzen 3 PRO 2300U,CPU,2019-01-08,
AMD E-240,CPU,2011-01-04,
Intel Core i5-540M,CPU,2010-01-07,382
AMD Opteron 142,CPU,2003-09-09,106
Intel Core i7-7700K,CPU,2017-01-03,
Intel Xeon E5606,CPU,2011-02-14,1170
Intel Core i7-10710U,CPU,2019-08-21,
Intel Core i5-8500,CPU,2018-02-14,
AMD Athlon 64 3000+,CPU,2005-04-04,69
Intel Core i9-10900F,CPU,2020-04-30,
Intel Core i5-3360M,CPU,2012-06-01,
Intel Core Solo ULV U1300,CPU,2006-04-19,151
AMD Sempron 3500+,CPU,2006-05-23,81
AMD Opteron 844,CPU,2003-09-09,106
Intel Celeron 2961Y,CPU,2013-12-01,1400
Intel Xeon W5590,CPU,2009-08-09,731
AMD Sempron 3000+,CPU,2005-04-01,63
Intel Core i3-3217U,CPU,2012-06-01,
AMD Ryzen 9 5980HS,CPU,2021-01-12,9800
AMD Opteron 140,CPU,2003-06-30,106
Intel Pentium 2117U,CPU,2012-09-01,1400
AMD FX-4300,CPU,2012-10-23,1200
AMD Opteron 148,CPU,2005-08-02,106
AMD EPYC 7351,CPU,2017-06-29,4800
Intel Celeron N2810,CPU,2013-09-11,
Intel Pentium Gold G6505,CPU,2021-03-16,
AMD Ryzen 7 2700X 50th Anniversary,CPU,2019-04-29,4800
Intel Xeon Gold 6342,CPU,2021-04-06,
Intel Pentium M 750,CPU,2005-01-19,140
AMD Athlon II X2 210e,CPU,2010-09-21,410
Intel Pentium P6200,CPU,2010-09-26,384
Intel Xeon E3-1230 v2,CPU,2012-05-14,1400
Intel Core i7-4600M,CPU,2013-09-01,1300
Intel Core i9-10980HK,CPU,2020-04-02,
Intel Atom Z3740,CPU,2013-09-27,
AMD Opteron A1170,CPU,2016-01-14,
Intel Core 2 Duo T7400,CPU,2006-07-27,293
Intel Core i7-8086K,CPU,2018-06-05,
AMD EPYC 7643,CPU,2021-03-15,
AMD Phenom II X4 945 (125W),CPU,2009-04-23,758
AMD Ryzen 3 2200U,CPU,2018-01-08,
AMD Turion 64 ML-30,CPU,2005-03-10,114
Intel Core i5-3320M,CPU,2012-06-01,
Intel Core i7-4860EQ,CPU,2013-08-29,1400
AMD Opteron X2 270,CPU,2005-05-31,233
Intel Core i5-1030G7,CPU,2019-08-01,
Intel Core i9-11900K,CPU,2021-03-16,
Intel Atom Z612,CPU,2010-05-04,140
AMD Opteron 4332 HE,CPU,2012-12-04,1200
AMD Opteron 854,CPU,2005-08-01,106
Intel Pentium D 820,CPU,2005-05-26,169
Intel Xeon 2.8,CPU,2004-06-28,155
AMD EPYC 7262,CPU,2019-08-07,3800
Intel Xeon Platinum 8376H,CPU,2021-04-06,
AMD Athlon XP 2600+ DTR,CPU,2001-01-01,63
Intel Core i7-10510U,CPU,2019-08-21,
Intel Core i3-7100T,CPU,2017-01-03,
Intel Core i7-9850H,CPU,2019-04-23,
AMD Sempron 3000+,CPU,2005-07-15,69
Intel Xeon Gold 6312U,CPU,2021-04-06,
AMD Ryzen 9 4900H,CPU,2020-03-16,9800
Intel Core 2 Duo E6550,CPU,2007-07-01,291
AMD Opteron 246,CPU,2004-12-01,106
AMD Athlon 64 X2 5000+ EE,CPU,2007-02-01,154
Intel Xeon E3-1275,GPU,2011-04-03,1160
Matrox Parhelia 128 MB,GPU,2002-06-25,80
NVIDIA GeForce MX150 GP107,GPU,2019-02-23,3300
Intel GMA 500,GPU,2008-03-02,
ATI Radeon HD 4350 AGP,GPU,2008-09-30,242
NVIDIA GeForce 7100 GS,GPU,2006-08-08,75
ATI Radeon X700 AGP,GPU,2004-09-01,120
NVIDIA GeForce 6800 XT,GPU,2005-09-30,222
ATI Radeon HD 2900 PRO,GPU,2007-12-12,720
NVIDIA ION,GPU,2008-06-03,314
Intel UHD Graphics 630,GPU,2020-04-30,
AMD Wii U GPU,GPU,2012-11-18,880
AMD Radeon RX 6800,GPU,2020-10-28,26800
Intel HD Graphics,GPU,2013-04-29,
NVIDIA GeForce GTX 760 OEM,GPU,2013-06-27,3540
Intel Iris Graphics 540,GPU,2015-09-01,
NVIDIA GeForce GT 445M,GPU,2010-09-03,1170
AMD Radeon HD 8400 IGP,GPU,2013-11-23,1178
ATI Radeon E4690 MXM,GPU,2009-06-01,514
NVIDIA Tesla V100 SXM2 32 GB,GPU,2018-03-27,21100
NVIDIA Tesla C870,GPU,2007-05-02,681
NVIDIA GeForce GTX 470,GPU,2010-03-26,3100
NVIDIA GeForce GT 735M,GPU,2013-04-01,1020
NVIDIA GeForce Go 6200,GPU,2006-02-01,75
NVIDIA GRID K140Q,GPU,2013-06-28,1270
AMD Radeon R7 Mobile Graphics,GPU,2015-11-15,1200
ATI Xbox 360 GPU 80nm,GPU,2007-10-27,232
NVIDIA GeForce GTX TITAN Z,GPU,2014-05-28,7080
NVIDIA GeForce4 MX 4000 PCI,GPU,2003-12-14,29
NVIDIA Jetson Nano GPU,GPU,NaT,2000
Intel HD Graphics 3000,GPU,2011-02-01,1160
AMD Radeon RX 560 XT,GPU,2019-03-13,5700
Intel UHD Graphics,GPU,2019-08-21,
NVIDIA Quadro4 900 XGL,GPU,2002-02-19,63
ATI Mobility Radeon 9600 PRO,GPU,2004-06-01,76
NVIDIA GeForce GTX 860M OEM,GPU,2015-02-05,1870
AMD Radeon HD 7350 OEM,GPU,2012-01-05,292
NVIDIA GeForce GTX 970M,GPU,2014-10-07,5200
ATI All-In-Wonder 9500,GPU,2002-07-01,110
NVIDIA P102-101,GPU,2018-01-01,11800
AMD Radeon R7 M445,GPU,2016-05-15,1550
NVIDIA GRID M3-3020,GPU,2016-05-18,1870
ATI Radeon X800 GTO,GPU,2007-12-29,160
NVIDIA GeForce 305M,GPU,2010-01-10,260
ATI Mobility Radeon HD 3870 X2,GPU,2008-09-01,666
3dfx Spectre 1000,GPU,NaT,30
Intel HD Graphics 5300,GPU,2014-09-05,
Matrox QID LP PCIe,GPU,2004-12-17,
NVIDIA GeForce GTX 660 OEM,GPU,2012-08-22,3540
NVIDIA GeForce GTX 460 SE,GPU,2010-11-15,1950
AMD Radeon R5 M255,GPU,2014-10-12,1550
ATI Radeon X1600 PRO AGP,GPU,2007-10-01,157
NVIDIA GeForce Go 7900 GS,GPU,2006-04-18,278
ATI Radeon 7000,GPU,2001-02-19,30
AMD Radeon HD 7450A,GPU,2012-01-05,370
NVIDIA GeForce 9800 GT Rebrand,GPU,2008-07-21,754
NVIDIA GeForce4 MX 4000,GPU,2003-12-14,29
NVIDIA GeForce 8800 GTS 320,GPU,2007-02-12,681
NVIDIA Tegra 2 GPU,GPU,2010-06-03,
NVIDIA GeForce GT 540M,GPU,2011-01-05,585
NVIDIA Tesla V100S PCIe 32 GB,GPU,2019-11-26,21100
NVIDIA GeForce MX450 25W,GPU,2020-08-15,4700
NVIDIA GeForce GTX 470 PhysX Edition,GPU,NaT,3100
AMD Radeon Pro Vega II,GPU,2019-06-03,13230
NVIDIA GeForce 6800,GPU,2004-04-14,222
NVIDIA Tesla P40,GPU,2016-09-13,11800
AMD Radeon E8870,GPU,2015-09-29,2080
NVIDIA GeForce MX150,GPU,2017-05-17,1800
ATI All-In-Wonder 9800 PRO,GPU,2003-06-16,117
NVIDIA Quadro FX 1400,GPU,2004-08-09,222
ATI Radeon HD 2950 XTX,GPU,NaT,666
AMD Radeon Pro 5300,GPU,2020-08-04,6400
ATI Radeon HD 2600 PRO,GPU,2007-06-28,390
NVIDIA A10 PCIe,GPU,2021-04-12,28300
ATI Radeon DDR VIVO SE,GPU,2001-08-14,30
NVIDIA GeForce GTX 470 X2,GPU,NaT,3100
NVIDIA Quadro 2000,GPU,2010-12-24,1170
NVIDIA GRID K560Q,GPU,2014-07-02,3540
3dfx Spectre 2000,GPU,NaT,30
NVIDIA GeForce GTS 250,GPU,2009-03-04,754
ATI Radeon X850 XT,GPU,2004-12-01,160
NVIDIA Quadro 4000M,GPU,2011-02-22,1950
NVIDIA GRID M60-8Q,GPU,2015-08-30,5200
NVIDIA GeForce4 MX 440-8x,GPU,2002-09-25,29
NVIDIA Quadro P3200 Mobile,GPU,2018-02-21,7200
NVIDIA GeForce 9700M GTS,GPU,2008-07-29,505
ATI All-In-Wonder 9200 SE,GPU,2004-01-26,36
NVIDIA GeForce PCX 4300,GPU,2004-02-19,29
ATI Mobility Radeon HD 2600 XT,GPU,2007-05-14,390
NVIDIA GeForce GTX 760M,GPU,2013-05-30,2540
ATI Mobility Radeon HD 5450,GPU,2010-01-07,292
NVIDIA GeForce 6600 GT AGP,GPU,2004-11-14,146
AMD Radeon HD 8790M,GPU,2013-04-01,950
NVIDIA GeForce GT 120 OEM,GPU,2009-03-10,314
AMD Radeon R7 340 OEM,GPU,2015-05-05,950
ATI Radeon X1950 PRO,GPU,2006-10-01,330
Intel HD Graphics 620,GPU,2016-08-30,
AMD Radeon RX 580 OEM,GPU,2016-06-29,5700
XGI Volari Duo V5 Ultra,GPU,2003-09-15,90
AMD Radeon 550X Mobile,GPU,2018-04-11,2200
NVIDIA GeForce GT 630M,GPU,2012-03-22,585
ATI Mobility Radeon 9200,GPU,2003-03-01,36
ATI FireGL X3-256,GPU,2004-08-03,160
NVIDIA Quadro FX 1500M,GPU,2006-04-18,278
NVIDIA GeForce 9200,GPU,2007-04-17,210
NVIDIA Quadro FX 4600 SDI,GPU,2007-03-05,681
NVIDIA Quadro T1000 Mobile,GPU,2019-05-27,4700
NVIDIA Playstation 3 GPU 90nm,GPU,2006-11-11,300
3dfx Voodoo4-2 4800 AGP,GPU,NaT,14
AMD Radeon RX 570,GPU,2017-04-18,5700
ATI Radeon 9700 PRO,GPU,2002-07-01,110
NVIDIA Tesla K40s,GPU,2013-11-22,7080
NVIDIA GeForce GTX 1050 Ti Mobile,GPU,2017-02-01,4400
AMD Radeon HD 6310 IGP,GPU,2010-11-09,450
ATI Mobility Radeon HD 4570,GPU,2009-01-09,242
NVIDIA Quadro2 MXR Low Profile,GPU,2000-07-25,20
AMD Radeon R7 250 OEM,GPU,2013-10-08,950
ATI Radeon X1650 AGP,GPU,2007-02-01,157
NVIDIA Quadro RTX 4000 Max-Q,GPU,2019-05-27,13600
NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,29
NVIDIA GeForce 9600 GSO,GPU,2008-04-28,754
NVIDIA GeForce4 Ti 4800,GPU,2003-03-15,36
NVIDIA GeForce GTX 560 SE,GPU,2012-02-20,1950
NVIDIA Quadro FX Go1000,GPU,2004-02-25,82
AMD Radeon R7 240,GPU,2013-10-08,950
Sony Playstation 2 GPU 180nm,GPU,2001-04-18,54
NVIDIA GeForce FX 5500,GPU,2004-03-17,45
NVIDIA GeForce GT 1030 GK107,GPU,2018-09-30,1270
Intel HD Graphics 520,GPU,2015-09-01,
AMD Radeon HD 7510M,GPU,2012-01-07,716
AMD Radeon R6 Mobile Graphics,GPU,2015-11-07,1200
NVIDIA Quadro RTX 3000 Max-Q,GPU,2019-05-27,10800
ATI Mobility Radeon HD 5850,GPU,2010-01-07,1040
NVIDIA GeForce GTX 1060 6 GB GDDR5X,GPU,2018-10-18,7200
Intel Iris Pro Graphics 5200,GPU,2013-06-03,
NVIDIA GeForce GTX 950M Mac Edition,GPU,2015-03-13,1870
AMD Radeon HD 6990,GPU,2011-03-08,2640
NVIDIA GeForce GT 740M,GPU,2013-04-01,1270
ATI Radeon X300 SE HyperMemory,GPU,2006-10-25,107
NVIDIA GeForce 6600 VE,GPU,2005-01-01,146
AMD Radeon R5 A240,GPU,2014-01-01,690
NVIDIA Quadro 4100,GPU,NaT,3540
NVIDIA GeForce 310M,GPU,2010-01-10,260
NVIDIA Tesla T10 Processor,GPU,2009-04-09,1400
NVIDIA Quadro M520 Mobile,GPU,2017-01-11,
Intel GMA X3500,GPU,2007-08-01,
ATI Mobility Radeon HD 3870,GPU,2008-06-04,666
